Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Mango Sediqa ,21-Aug,UAE ????,Egypt,0 ,,,0 ,,0 ,,0 ,0 ,2026-UAE-08-028,Three,,
Mango Timour,21-Aug,UAE ????,Egypt,1 ,,,0 ,,1 ,1 ,0 ,1 ,2026-UAE-08-028,Three,,
Mango White Sugar,21-Aug,UAE ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-UAE-08-028,Three,,
Mango Zebda,21-Aug,UAE ????,Egypt,2 ,,,0 ,,0 ,,0 ,2 ,2026-UAE-08-028,Three,,
Pear Banati,21-Aug,UAE ????,Egypt,1 ,,,0 ,,0 ,,0 ,1 ,2026-UAE-08-028,Three,,
Cantaloupe,22-Aug,UAE ????,Egypt,1 ,22 ,0 ,22 ,1,20 ,4 ,16 ,6 ,2026-UAE-08-029,One,1,
Dates Barhi,22-Aug,UAE ????,Egypt,0 ,29 ,0 ,29 ,0,26 ,4 ,22 ,7 ,2026-UAE-08-029,One,,
Fig Barshomi,22-Aug,UAE ????,Egypt,1 ,112 ,0 ,112 ,1,103 ,28 ,75 ,37 ,2026-UAE-08-029,One,1,
Graps Banati,22-Aug,UAE ????,Egypt,0 ,45 ,0 ,45 ,0,44 ,10 ,34 ,11 ,2026-UAE-08-029,One,,
Graps red,22-Aug,UAE ????,Egypt,0 ,12 ,0 ,12 ,0,12 ,2 ,10 ,2 ,2026-UAE-08-029,One,,
Guave Banati,22-Aug,UAE ????,Egypt,0 ,46 ,0 ,46 ,1,42 ,10 ,32 ,13 ,2026-UAE-08-029,One,1,
Mango Fas,22-Aug,UAE ????,Egypt,1 ,180 ,(1),179 ,3,159 ,34 ,125 ,52 ,2026-UAE-08-029,One,2,
Mango Fons,22-Aug,UAE ????,Egypt,1 ,23 ,0 ,23 ,0,18 ,10 ,8 ,16 ,2026-UAE-08-029,One,,
Mango Hindi,22-Aug,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,0 ,2 ,0 ,2026-UAE-08-029,One,,
Mango Naomi,22-Aug,UAE ????,Egypt,1 ,2 ,0 ,2 ,0,3 ,0 ,3 ,0 ,2026-UAE-08-029,One,,
Mango Owais,22-Aug,UAE ????,Egypt,1 ,253 ,1 ,254 ,2,233 ,55 ,178 ,75 ,2026-UAE-08-029,One,2,
Mango Sediqa ,22-Aug,UAE ????,Egypt,0 ,20 ,0 ,20 ,0,17 ,3 ,14 ,6 ,2026-UAE-08-029,One,,
Mango Timour,22-Aug,UAE ????,Egypt,1 ,21 ,0 ,21 ,1,18 ,2 ,16 ,5 ,2026-UAE-08-029,One,1,
Mango Trio Box,22-Aug,UAE ????,Egypt,0 ,21 ,0 ,21 ,1,18 ,8 ,10 ,10 ,2026-UAE-08-029,One,1,
Mango White Sugar,22-Aug,UAE ????,Egypt,0 ,18 ,9 ,27 ,0,22 ,6 ,16 ,11 ,2026-UAE-08-029,One,,
Mango Zebda,22-Aug,UAE ????,Egypt,2 ,8 ,0 ,8 ,0,9 ,2 ,7 ,3 ,2026-UAE-08-029,One,,
Pear Banati,22-Aug,UAE ????,Egypt,1 ,7 ,0 ,7 ,0,8 ,5 ,3 ,5 ,2026-UAE-08-029,One,,
Cantaloupe,23-Aug,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,6 ,4 ,2 ,4 ,2026-UAE-08-029,Two,,
Dates Barhi,23-Aug,UAE ????,Egypt,7 ,0 ,0 ,0 ,0,4 ,0 ,4 ,3 ,2026-UAE-08-029,Two,,
Fig Barshomi,23-Aug,UAE ????,Egypt,37 ,0 ,0 ,0 ,6,28 ,7 ,21 ,10 ,2026-UAE-08-029,Two,,
Graps Banati,23-Aug,UAE ????,Egypt,11 ,0 ,0 ,0 ,0,8 ,3 ,5 ,6 ,2026-UAE-08-029,Two,,
Graps red,23-Aug,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,1 ,1 ,1 ,2026-UAE-08-029,Two,,
Guave Banati,23-Aug,UAE ????,Egypt,13 ,0 ,0 ,0 ,4,9 ,2 ,7 ,2 ,2026-UAE-08-029,Two,,
Mango Fas,23-Aug,UAE ????,Egypt,52 ,0 ,0 ,0 ,8,43 ,11 ,32 ,12 ,2026-UAE-08-029,Two,,
Mango Fons,23-Aug,UAE ????,Egypt,16 ,0 ,0 ,0 ,1,13 ,2 ,11 ,4 ,2026-UAE-08-029,Two,,
Mango Owais,23-Aug,UAE ????,Egypt,75 ,0 ,0 ,0 ,6,63 ,27 ,36 ,33 ,2026-UAE-08-029,Two,,
Mango Sediqa ,23-Aug,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,6 ,2 ,4 ,2 ,2026-UAE-08-029,Two,,
Mango Timour,23-Aug,UAE ????,Egypt,5 ,0 ,0 ,0 ,1,2 ,1 ,1 ,3 ,2026-UAE-08-029,Two,,
Mango Trio Box,23-Aug,UAE ????,Egypt,10 ,0 ,0 ,0 ,1,9 ,3 ,6 ,3 ,2026-UAE-08-029,Two,,
Mango White Sugar,23-Aug,UAE ????,Egypt,11 ,0 ,0 ,0 ,1,9 ,2 ,7 ,3 ,2026-UAE-08-029,Two,,
Mango Zebda,23-Aug,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,3 ,1 ,2 ,1 ,2026-UAE-08-029,Two,,
Pear Banati,23-Aug,UAE ????,Egypt,5 ,0 ,0 ,0 ,0,3 ,1 ,2 ,3 ,2026-UAE-08-029,Two,,
Cantaloupe,24-Aug,UAE ????,Egypt,4 ,0 ,0 ,0 ,,0 ,,0 ,4 ,2026-UAE-08-029,Three,,
Dates Barhi,24-Aug,UAE ????,Egypt,3 ,0 ,0 ,0 ,,2 ,2 ,0 ,3 ,2026-UAE-08-029,Three,,
Fig Barshomi,24-Aug,UAE ????,Egypt,10 ,0 ,0 ,0 ,4,6 ,2 ,4 ,2 ,2026-UAE-08-029,Three,,
Graps Banati,24-Aug,UAE ????,Egypt,6 ,0 ,0 ,0 ,1,2 ,,2 ,3 ,2026-UAE-08-029,Three,,1
Graps red,24-Aug,UAE ????,Egypt,1 ,0 ,0 ,0 ,,0 ,,0 ,1 ,2026-UAE-08-029,Three,,
Guave Banati,24-Aug,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,1 ,,1 ,0 ,2026-UAE-08-029,Three,,
Mango Fas,24-Aug,UAE ????,Egypt,12 ,0 ,0 ,0 ,3,9 ,4 ,5 ,4 ,2026-UAE-08-029,Three,,
Mango Fons,24-Aug,UAE ????,Egypt,4 ,0 ,0 ,0 ,,2 ,,2 ,2 ,2026-UAE-08-029,Three,,
Mango Owais,24-Aug,UAE ????,Egypt,33 ,0 ,0 ,0 ,7,25 ,14 ,11 ,15 ,2026-UAE-08-029,Three,,1
Mango Sediqa ,24-Aug,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,0 ,,0 ,1 ,2026-UAE-08-029,Three,,
Mango Timour,24-Aug,UAE ????,Egypt,3 ,0 ,0 ,0 ,,2 ,,2 ,1 ,2026-UAE-08-029,Three,,
Mango Trio Box,24-Aug,UAE ????,Egypt,3 ,0 ,0 ,0 ,1,1 ,,1 ,1 ,2026-UAE-08-029,Three,,
Mango White Sugar,24-Aug,UAE ????,Egypt,3 ,0 ,0 ,0 ,2,0 ,,0 ,1 ,2026-UAE-08-029,Three,,1
Mango Zebda,24-Aug,UAE ????,Egypt,1 ,0 ,0 ,0 ,,0 ,,0 ,1 ,2026-UAE-08-029,Three,,
Pear Banati,24-Aug,UAE ????,Egypt,3 ,0 ,0 ,0 ,,1 ,,1 ,2 ,2026-UAE-08-029,Three,,
Cantaloupe,25-Aug,UAE ????,Egypt,4 ,25 ,(8),17 ,,14 ,4 ,10 ,11 ,2026-UAE-08-030,One,,
Dates Barhi,25-Aug,UAE ????,Egypt,3 ,15 ,(1),14 ,0,8 ,2 ,6 ,11 ,2026-UAE-08-030,One,,
Fig Barshomi,25-Aug,UAE ????,Egypt,2 ,133 ,,133 ,4,78 ,14 ,64 ,67 ,2026-UAE-08-030,One,0,2
Graps Banati,25-Aug,UAE ????,Egypt,3 ,46 ,(33),13 ,,0 ,0 ,0 ,16 ,2026-UAE-08-030,One,,
Graps red,25-Aug,UAE ????,Egypt,1 ,7 ,(7),0 ,,0 ,0 ,0 ,1 ,2026-UAE-08-030,One,,
Guave Banati,25-Aug,UAE ????,Egypt,0 ,65 ,(60),5 ,1,0 ,0 ,0 ,4 ,2026-UAE-08-030,One,,1
Mango Fas,25-Aug,UAE ????,Egypt,4 ,159 ,,159 ,21,112 ,16 ,96 ,46 ,2026-UAE-08-030,One,13,5
Mango Fons,25-Aug,UAE ????,Egypt,2 ,45 ,,45 ,,34 ,5 ,29 ,18 ,2026-UAE-08-030,One,,
Mango Hindi,25-Aug,UAE ????,Egypt,0 ,0 ,,0 ,,0 ,0 ,0 ,0 ,2026-UAE-08-030,One,,
Mango Naomi,25-Aug,UAE ????,Egypt,0 ,7 ,,7 ,,6 ,2 ,4 ,3 ,2026-UAE-08-030,One,,
Mango Owais,25-Aug,UAE ????,Egypt,15 ,203 ,,203 ,13,153 ,22 ,131 ,74 ,2026-UAE-08-030,One,5,2
Mango Sediqa ,25-Aug,UAE ????,Egypt,1 ,20 ,,20 ,2,17 ,1 ,16 ,3 ,2026-UAE-08-030,One,1,1
Mango Timour,25-Aug,UAE ????,Egypt,1 ,15 ,,15 ,2,10 ,2 ,8 ,6 ,2026-UAE-08-030,One,1,1
Mango Trio Box,25-Aug,UAE ????,Egypt,1 ,52 ,,52 ,1,32 ,5 ,27 ,25 ,2026-UAE-08-030,One,1,
Mango White Sugar,25-Aug,UAE ????,Egypt,1 ,12 ,,12 ,1,8 ,1 ,7 ,5 ,2026-UAE-08-030,One,1,
Mango Zebda,25-Aug,UAE ????,Egypt,1 ,7 ,,7 ,,6 ,1 ,5 ,3 ,2026-UAE-08-030,One,,
Pear Banati,25-Aug,UAE ????,Egypt,2 ,10 ,,10 ,,2 ,1 ,1 ,11 ,2026-UAE-08-030,One,,
Cantaloupe,26-Aug,UAE ????,Egypt,11 ,8 ,,8 ,,17 ,2 ,15 ,4 ,2026-UAE-08-031,One,,
Dates Barhi,26-Aug,UAE ????,Egypt,11 ,13 ,(1),12 ,,16 ,3 ,13 ,10 ,2026-UAE-08-031,One,,
Fig Barshomi,26-Aug,UAE ????,Egypt,67 ,54 ,1 ,55 ,4,114 ,22 ,92 ,26 ,2026-UAE-08-031,One,3,
Graps Banati,26-Aug,UAE ????,Egypt,16 ,21 ,(20),1 ,,15 ,3 ,12 ,5 ,2026-UAE-08-031,One,,
Graps red,26-Aug,UAE ????,Egypt,1 ,4 ,(4),0 ,,0 ,0 ,0 ,1 ,2026-UAE-08-031,One,,
Guave Banati,26-Aug,UAE ????,Egypt,4 ,28 ,(28),0 ,1,2 ,1 ,1 ,2 ,2026-UAE-08-031,One,,
Mango Fas,26-Aug,UAE ????,Egypt,46 ,89 ,(1),88 ,7,127 ,25 ,102 ,25 ,2026-UAE-08-031,One,4,
Mango Fons,26-Aug,UAE ????,Egypt,18 ,14 ,,14 ,,26 ,3 ,23 ,9 ,2026-UAE-08-031,One,,
Mango Hindi,26-Aug,UAE ????,Egypt,0 ,0 ,,0 ,,0 ,0 ,0 ,0 ,2026-UAE-08-031,One,,
Mango Naomi,26-Aug,UAE ????,Egypt,3 ,2 ,,2 ,,5 ,1 ,4 ,1 ,2026-UAE-08-031,One,,
Mango Owais,26-Aug,UAE ????,Egypt,74 ,89 ,,89 ,3,146 ,27 ,119 ,41 ,2026-UAE-08-031,One,1,
Mango Sediqa ,26-Aug,UAE ????,Egypt,3 ,6 ,,6 ,,9 ,1 ,8 ,1 ,2026-UAE-08-031,One,,
Mango Timour,26-Aug,UAE ????,Egypt,6 ,6 ,,6 ,1,10 ,1 ,9 ,2 ,2026-UAE-08-031,One,,
Mango Trio Box,26-Aug,UAE ????,Egypt,25 ,18 ,,18 ,,43 ,11 ,32 ,11 ,2026-UAE-08-031,One,,
Mango White Sugar,26-Aug,UAE ????,Egypt,5 ,7 ,,7 ,,11 ,1 ,10 ,2 ,2026-UAE-08-031,One,,
Mango Zebda,26-Aug,UAE ????,Egypt,3 ,2 ,,2 ,,3 ,1 ,2 ,3 ,2026-UAE-08-031,One,,
Pear Banati,26-Aug,UAE ????,Egypt,11 ,9 ,(9),0 ,,5 ,2 ,3 ,8 ,2026-UAE-08-031,One,,
Cantaloupe,27-Aug,UAE ????,Egypt,4 ,,,0 ,0,4 ,,4 ,0 ,2026-UAE-08-031,Two,,
Dates Barhi,27-Aug,UAE ????,Egypt,10 ,,,0 ,1,8 ,,8 ,1 ,2026-UAE-08-031,Two,,
Fig Barshomi,27-Aug,UAE ????,Egypt,26 ,,,0 ,6,20 ,,20 ,0 ,2026-UAE-08-031,Two,3,
Graps Banati,27-Aug,UAE ????,Egypt,5 ,,,0 ,1,4 ,,4 ,0 ,2026-UAE-08-031,Two,,
Graps red,27-Aug,UAE ????,Egypt,1 ,,,0 ,0,0 ,,0 ,1 ,2026-UAE-08-031,Two,,
Guave Banati,27-Aug,UAE ????,Egypt,2 ,,,0 ,0,2 ,,2 ,0 ,2026-UAE-08-031,Two,,
Mango Fas,27-Aug,UAE ????,Egypt,25 ,,,0 ,7,18 ,,18 ,0 ,2026-UAE-08-031,Two,4,
Mango Fons,27-Aug,UAE ????,Egypt,9 ,,,0 ,0,6 ,,6 ,3 ,2026-UAE-08-031,Two,,
Mango Hindi,27-Aug,UAE ????,Egypt,0 ,,,0 ,0,0 ,,0 ,0 ,2026-UAE-08-031,Two,,
Mango Naomi,27-Aug,UAE ????,Egypt,1 ,,,0 ,1,0 ,,0 ,0 ,2026-UAE-08-031,Two,,
Mango Owais,27-Aug,UAE ????,Egypt,41 ,,,0 ,7,34 ,,34 ,0 ,2026-UAE-08-031,Two,1,
Mango Sediqa ,27-Aug,UAE ????,Egypt,1 ,,,0 ,0,1 ,,1 ,0 ,2026-UAE-08-031,Two,,
Mango Timour,27-Aug,UAE ????,Egypt,2 ,,,0 ,0,2 ,,2 ,0 ,2026-UAE-08-031,Two,,
Mango Trio Box,27-Aug,UAE ????,Egypt,11 ,,,0 ,0,10 ,,10 ,1 ,2026-UAE-08-031,Two,,
Mango White Sugar,27-Aug,UAE ????,Egypt,2 ,,,0 ,0,2 ,,2 ,0 ,2026-UAE-08-031,Two,,
Mango Zebda,27-Aug,UAE ????,Egypt,3 ,,,0 ,0,2 ,,2 ,1 ,2026-UAE-08-031,Two,,
Pear Banati,27-Aug,UAE ????,Egypt,8 ,,,0 ,0,6 ,,6 ,2 ,2026-UAE-08-031,Two,,
Cantaloupe,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Dates Barhi,28-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-031,Three,,
Fig Barshomi,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Graps Banati,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Graps red,28-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-031,Three,,
Guave Banati,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Fas,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Fons,28-Aug,UAE ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-UAE-08-031,Three,,
Mango Hindi,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Naomi,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Owais,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Sediqa ,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Timour,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Trio Box,28-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-031,Three,,
Mango White Sugar,28-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-08-031,Three,,
Mango Zebda,28-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-08-031,Three,,
Pear Banati,28-Aug,UAE ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-UAE-08-031,Three,,
