Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Peach Sugary,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Mango White Sugar,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Mango Sediqa ,11-Jul,UAE ????,Egypt,3 ,0 ,0 ,0 ,1,3 ,1 ,2 ,0 ,2026-UAE-07-020,Four,,
Graps White,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Graps red,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Mango Fas,11-Jul,UAE ????,Egypt,5 ,0 ,0 ,0 ,1,4 ,0 ,4 ,0 ,2026-UAE-07-020,Four,,
Pear Banati,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Cantaloupe,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Mango Hindi,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Apricot Amar,11-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-020,Four,,
Apple Baladi,14-Jul,UAE ????,Egypt,2 ,10 ,0 ,10 ,0,4 ,0 ,4 ,8 ,2026-UAE-07-021,One,,
Fig Barshomi,14-Jul,UAE ????,Egypt,0 ,108 ,0 ,108 ,2,107 ,13 ,94 ,12 ,2026-UAE-07-021,One,,
Fig Shouki,14-Jul,UAE ????,Egypt,0 ,87 ,0 ,87 ,0,87 ,13 ,74 ,13 ,2026-UAE-07-021,One,,
Mango White Sugar,14-Jul,UAE ????,Egypt,0 ,54 ,(1),53 ,1,51 ,3 ,48 ,4 ,2026-UAE-07-021,One,,
Mango Sediqa ,14-Jul,UAE ????,Egypt,0 ,39 ,1 ,40 ,2,35 ,6 ,29 ,9 ,2026-UAE-07-021,One,,
Graps White,14-Jul,UAE ????,Egypt,0 ,16 ,0 ,16 ,0,16 ,1 ,15 ,1 ,2026-UAE-07-021,One,,
Graps red,14-Jul,UAE ????,Egypt,0 ,48 ,0 ,48 ,0,40 ,6 ,34 ,14 ,2026-UAE-07-021,One,,
Mango Fas,14-Jul,UAE ????,Egypt,0 ,385 ,0 ,385 ,5,381 ,62 ,319 ,61 ,2026-UAE-07-021,One,,
Pear Banati,14-Jul,UAE ????,Egypt,0 ,13 ,0 ,13 ,0,11 ,1 ,10 ,3 ,2026-UAE-07-021,One,,
Cantaloupe,14-Jul,UAE ????,Egypt,0 ,68 ,0 ,68 ,1,67 ,12 ,55 ,12 ,2026-UAE-07-021,One,,
Mango Hindi,14-Jul,UAE ????,Egypt,0 ,10 ,0 ,10 ,0,10 ,0 ,10 ,0 ,2026-UAE-07-021,One,,
Apple Baladi,15-Jul,UAE ????,Egypt,8 ,0 ,0 ,0 ,1,0 ,0 ,0 ,7 ,2026-UAE-07-021,Two,,
Fig Barshomi,15-Jul,UAE ????,Egypt,12 ,0 ,0 ,0 ,0,12 ,2 ,10 ,2 ,2026-UAE-07-021,Two,,
Fig Shouki,15-Jul,UAE ????,Egypt,13 ,0 ,0 ,0 ,0,12 ,4 ,8 ,5 ,2026-UAE-07-021,Two,,
Mango White Sugar,15-Jul,UAE ????,Egypt,4 ,0 ,0 ,0 ,0,1 ,0 ,1 ,3 ,2026-UAE-07-021,Two,,
Mango Sediqa ,15-Jul,UAE ????,Egypt,9 ,0 ,0 ,0 ,1,8 ,0 ,8 ,0 ,2026-UAE-07-021,Two,,
Graps White,15-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-07-021,Two,,
Graps red,15-Jul,UAE ????,Egypt,14 ,0 ,0 ,0 ,0,6 ,1 ,5 ,9 ,2026-UAE-07-021,Two,,
Mango Fas,15-Jul,UAE ????,Egypt,61 ,0 ,0 ,0 ,1,55 ,11 ,44 ,16 ,2026-UAE-07-021,Two,,
Pear Banati,15-Jul,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-UAE-07-021,Two,,
Cantaloupe,15-Jul,UAE ????,Egypt,12 ,0 ,0 ,0 ,0,11 ,2 ,9 ,3 ,2026-UAE-07-021,Two,,
Mango Hindi,15-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-021,Two,,
Apple Baladi,16-Jul,UAE ????,Egypt,7 ,0 ,0 ,0 ,1,3 ,0 ,3 ,3 ,2026-UAE-07-021,Three,,
Fig Barshomi,16-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,1 ,0 ,1 ,0 ,2026-UAE-07-021,Three,,
Fig Shouki,16-Jul,UAE ????,Egypt,5 ,0 ,0 ,0 ,1,3 ,1 ,2 ,2 ,2026-UAE-07-021,Three,,
Mango White Sugar,16-Jul,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,1 ,0 ,1 ,2 ,2026-UAE-07-021,Three,,
Mango Sediqa ,16-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-021,Three,,
Graps White,16-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,1 ,0 ,1 ,2026-UAE-07-021,Three,,
Graps red,16-Jul,UAE ????,Egypt,9 ,0 ,0 ,0 ,0,4 ,1 ,3 ,6 ,2026-UAE-07-021,Three,,
Mango Fas,16-Jul,UAE ????,Egypt,16 ,0 ,0 ,0 ,0,16 ,3 ,13 ,3 ,2026-UAE-07-021,Three,,
Pear Banati,16-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-UAE-07-021,Three,,
Cantaloupe,16-Jul,UAE ????,Egypt,3 ,0 ,0 ,0 ,0,2 ,0 ,2 ,1 ,2026-UAE-07-021,Three,,
Mango Hindi,16-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-021,Three,,
Apple Baladi,17-Jul,UAE ????,Egypt,3 ,0 ,0 ,0 ,1,0 ,0 ,0 ,2 ,2026-UAE-07-021,Four,,
Fig Barshomi,17-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-021,Four,,
Fig Shouki,17-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,0 ,1 ,1 ,2026-UAE-07-021,Four,,
Mango White Sugar,17-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,2026-UAE-07-021,Four,,
Mango Sediqa ,17-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-021,Four,,
Graps White,17-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-07-021,Four,,
Graps red,17-Jul,UAE ????,Egypt,6 ,0 ,0 ,0 ,1,1 ,0 ,1 ,4 ,2026-UAE-07-021,Four,,
Mango Fas,17-Jul,UAE ????,Egypt,3 ,0 ,0 ,0 ,2,1 ,0 ,1 ,0 ,2026-UAE-07-021,Four,,
Pear Banati,17-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-UAE-07-021,Four,,
Cantaloupe,17-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-07-021,Four,,
Mango Hindi,17-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-UAE-07-021,Four,,
Apple Baladi,22-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,0 ,0 ,0 ,2 ,2026-UAE-07-022,One,,
Fig Barshomi,22-Jul,UAE ????,Egypt,0 ,110 ,0 ,110 ,8,72 ,14 ,58 ,44 ,2026-UAE-07-022,One,,
Fig Shouki,22-Jul,UAE ????,Egypt,1 ,50 ,0 ,50 ,0,21 ,7 ,14 ,37 ,2026-UAE-07-022,One,,
Mango White Sugar,22-Jul,UAE ????,Egypt,0 ,55 ,0 ,55 ,4,32 ,8 ,24 ,27 ,2026-UAE-07-022,One,,
Mango Sediqa ,22-Jul,UAE ????,Egypt,0 ,28 ,0 ,28 ,1,23 ,2 ,21 ,6 ,2026-UAE-07-022,One,,
Graps Banati,22-Jul,UAE ????,Egypt,0 ,26 ,0 ,26 ,0,17 ,2 ,15 ,11 ,2026-UAE-07-022,One,,
Graps red,22-Jul,UAE ????,Egypt,4 ,22 ,0 ,22 ,0,12 ,2 ,10 ,16 ,2026-UAE-07-022,One,,
Mango Fas,22-Jul,UAE ????,Egypt,0 ,330 ,0 ,330 ,9,263 ,35 ,228 ,93 ,2026-UAE-07-022,One,,
Pear Banati,22-Jul,UAE ????,Egypt,1 ,7 ,0 ,7 ,0,4 ,1 ,3 ,5 ,2026-UAE-07-022,One,,
Cantaloupe,22-Jul,UAE ????,Egypt,0 ,45 ,0 ,45 ,0,22 ,1 ,21 ,24 ,2026-UAE-07-022,One,,
Mango Hindi,22-Jul,UAE ????,Egypt,0 ,24 ,0 ,24 ,0,14 ,2 ,12 ,12 ,2026-UAE-07-022,One,,
Apple Baladi,23-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,0 ,0 ,0 ,2 ,2026-UAE-07-022,Two,,
Fig Barshomi,23-Jul,UAE ????,Egypt,44 ,0 ,0 ,0 ,4,36 ,3 ,33 ,7 ,2026-UAE-07-022,Two,,
Fig Shouki,23-Jul,UAE ????,Egypt,37 ,0 ,0 ,0 ,0,33 ,7 ,26 ,11 ,2026-UAE-07-022,Two,,
Mango White Sugar,23-Jul,UAE ????,Egypt,27 ,0 ,0 ,0 ,1,26 ,1 ,25 ,1 ,2026-UAE-07-022,Two,,
Mango Sediqa ,23-Jul,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,6 ,1 ,5 ,1 ,2026-UAE-07-022,Two,,
Graps Banati,23-Jul,UAE ????,Egypt,11 ,0 ,0 ,0 ,0,7 ,1 ,6 ,5 ,2026-UAE-07-022,Two,,
Graps red,23-Jul,UAE ????,Egypt,16 ,0 ,0 ,0 ,1,9 ,1 ,8 ,7 ,2026-UAE-07-022,Two,,
Mango Fas,23-Jul,UAE ????,Egypt,93 ,0 ,0 ,0 ,9,83 ,12 ,71 ,13 ,2026-UAE-07-022,Two,,
Pear Banati,23-Jul,UAE ????,Egypt,5 ,0 ,0 ,0 ,0,3 ,0 ,3 ,2 ,2026-UAE-07-022,Two,,
Cantaloupe,23-Jul,UAE ????,Egypt,24 ,0 ,0 ,0 ,1,21 ,4 ,17 ,6 ,2026-UAE-07-022,Two,,
Mango Hindi,23-Jul,UAE ????,Egypt,12 ,0 ,0 ,0 ,1,11 ,2 ,9 ,2 ,2026-UAE-07-022,Two,,
Apple Baladi,24-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1 ,2026-UAE-07-022,Three,,
Fig Barshomi,24-Jul,UAE ????,Egypt,7 ,0 ,0 ,0 ,2,5 ,0 ,5 ,0 ,2026-UAE-07-022,Three,,
Fig Shouki,24-Jul,UAE ????,Egypt,11 ,0 ,0 ,0 ,0,9 ,2 ,7 ,4 ,2026-UAE-07-022,Three,,
Mango White Sugar,24-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-07-022,Three,,
Mango Sediqa ,24-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-UAE-07-022,Three,,
Graps Banati,24-Jul,UAE ????,Egypt,5 ,0 ,0 ,0 ,0,5 ,1 ,4 ,1 ,2026-UAE-07-022,Three,,
Graps red,24-Jul,UAE ????,Egypt,7 ,0 ,0 ,0 ,0,3 ,0 ,3 ,4 ,2026-UAE-07-022,Three,,
Mango Fas,24-Jul,UAE ????,Egypt,13 ,0 ,0 ,0 ,5,8 ,1 ,7 ,1 ,2026-UAE-07-022,Three,,
Pear Banati,24-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,0 ,0 ,0 ,2 ,2026-UAE-07-022,Three,,
Cantaloupe,24-Jul,UAE ????,Egypt,6 ,0 ,0 ,0 ,0,6 ,0 ,6 ,0 ,2026-UAE-07-022,Three,,
Mango Hindi,24-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,0,0 ,0 ,0 ,2 ,2026-UAE-07-022,Three,,
Fig Barshomi,25-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,,,,0 ,0 ,2026-UAE-07-022,Three,,
Fig Shouki,25-Jul,UAE ????,Egypt,4 ,0 ,0 ,0 ,,4 ,,4 ,0 ,2026-UAE-07-022,Three,,
Mango White Sugar,25-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,,,,0 ,0 ,2026-UAE-07-022,Three,,
Mango Sediqa ,25-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,,,,0 ,0 ,2026-UAE-07-022,Three,,
Graps Banati,25-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,,,0 ,0 ,2026-UAE-07-022,Three,,
Graps red,25-Jul,UAE ????,Egypt,4 ,0 ,0 ,0 ,,,,0 ,4 ,2026-UAE-07-022,Three,,
Mango Fas,25-Jul,UAE ????,Egypt,1 ,0 ,0 ,0 ,1,,,0 ,0 ,2026-UAE-07-022,Three,,
Pear Banati,25-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,,,,0 ,2 ,2026-UAE-07-022,Three,,
Cantaloupe,25-Jul,UAE ????,Egypt,0 ,0 ,0 ,0 ,,,,0 ,0 ,2026-UAE-07-022,Three,,
Mango Hindi,25-Jul,UAE ????,Egypt,2 ,0 ,0 ,0 ,1,0 ,,0 ,1 ,2026-UAE-07-022,Three,,
Fig Barshomi,26-Jul,UAE ????,Egypt,0 ,86 ,3 ,89 ,1,82 ,18 ,64 ,24 ,2026-UAE-07-023,One,,
Fig Shouki,26-Jul,UAE ????,Egypt,0 ,91 ,0 ,91 ,0,86 ,22 ,64 ,27 ,2026-UAE-07-023,One,,
Mango White Sugar,26-Jul,UAE ????,Egypt,0 ,33 ,0 ,33 ,1,27 ,8 ,19 ,13 ,2026-UAE-07-023,One,,
Mango Sediqa ,26-Jul,UAE ????,Egypt,0 ,48 ,0 ,48 ,1,43 ,12 ,31 ,16 ,2026-UAE-07-023,One,,
Graps Banati,26-Jul,UAE ????,Egypt,0 ,36 ,3 ,39 ,1,33 ,7 ,26 ,12 ,2026-UAE-07-023,One,,
Graps red,26-Jul,UAE ????,Egypt,4 ,21 ,0 ,21 ,0,19 ,4 ,15 ,10 ,2026-UAE-07-023,One,,
Mango Owais,26-Jul,UAE ????,Egypt,0 ,73 ,0 ,73 ,0,68 ,10 ,58 ,15 ,2026-UAE-07-023,One,,
Mango Fas,26-Jul,UAE ????,Egypt,0 ,335 ,0 ,335 ,8,327 ,64 ,263 ,64 ,2026-UAE-07-023,One,,
Mango Fons,26-Jul,UAE ????,Egypt,0 ,8 ,0 ,8 ,1,7 ,1 ,6 ,1 ,2026-UAE-07-023,One,,
Pear Banati,26-Jul,UAE ????,Egypt,2 ,11 ,0 ,11 ,0,8 ,2 ,6 ,7 ,2026-UAE-07-023,One,,
Mango Timour,26-Jul,UAE ????,Egypt,0 ,8 ,0 ,8 ,0,7 ,0 ,7 ,1 ,2026-UAE-07-023,One,,
Cantaloupe,26-Jul,UAE ????,Egypt,0 ,41 ,0 ,41 ,1,34 ,10 ,24 ,16 ,2026-UAE-07-023,One,,
Mango Hindi,26-Jul,UAE ????,Egypt,1 ,18 ,0 ,18 ,0,15 ,2 ,13 ,6 ,2026-UAE-07-023,One,,
Fig Barshomi,27-Jul,UAE ????,Egypt,24 ,,,0 ,3,19 ,11 ,8 ,13 ,2026-UAE-07-023,Two,,
Fig Shouki,27-Jul,UAE ????,Egypt,27 ,,,0 ,,13 ,4 ,9 ,18 ,2026-UAE-07-023,Two,,
Mango White Sugar,27-Jul,UAE ????,Egypt,13 ,,,0 ,3,5 ,3 ,2 ,8 ,2026-UAE-07-023,Two,,
Mango Sediqa ,27-Jul,UAE ????,Egypt,16 ,,,0 ,1,8 ,5 ,3 ,12 ,2026-UAE-07-023,Two,,
Graps Banati,27-Jul,UAE ????,Egypt,12 ,,,0 ,,3 ,1 ,2 ,10 ,2026-UAE-07-023,Two,,
Graps red,27-Jul,UAE ????,Egypt,10 ,,,0 ,,6 ,2 ,4 ,6 ,2026-UAE-07-023,Two,,
Mango Owais,27-Jul,UAE ????,Egypt,15 ,,,0 ,1,4 ,2 ,2 ,12 ,2026-UAE-07-023,Two,,
Mango Fas,27-Jul,UAE ????,Egypt,64 ,,,0 ,11,52 ,26 ,26 ,27 ,2026-UAE-07-023,Two,,
Mango Fons,27-Jul,UAE ????,Egypt,1 ,,,0 ,,0 ,,0 ,1 ,2026-UAE-07-023,Two,,
Pear Banati,27-Jul,UAE ????,Egypt,7 ,,,0 ,,2 ,1 ,1 ,6 ,2026-UAE-07-023,Two,,
Mango Timour,27-Jul,UAE ????,Egypt,1 ,,,0 ,,0 ,,0 ,1 ,2026-UAE-07-023,Two,,
Cantaloupe,27-Jul,UAE ????,Egypt,16 ,,,0 ,,8 ,1 ,7 ,9 ,2026-UAE-07-023,Two,,
Mango Hindi,27-Jul,UAE ????,Egypt,6 ,,,0 ,,4 ,2 ,2 ,4 ,2026-UAE-07-023,Two,,
Fig Barshomi,29-Jul,UAE ????,Egypt,13 ,,,0 ,5,8 ,1 ,7 ,1 ,2026-UAE-07-023,Two,,
Fig Shouki,29-Jul,UAE ????,Egypt,18 ,,,0 ,,15 ,6 ,9 ,9 ,2026-UAE-07-023,Two,,
Mango White Sugar,29-Jul,UAE ????,Egypt,8 ,,,0 ,3,5 ,1 ,4 ,1 ,2026-UAE-07-023,Two,,
Mango Sediqa ,29-Jul,UAE ????,Egypt,12 ,,,0 ,1,3 ,2 ,1 ,10 ,2026-UAE-07-023,Two,,
Graps Banati,29-Jul,UAE ????,Egypt,10 ,,,0 ,,5 ,1 ,4 ,6 ,2026-UAE-07-023,Two,,
Graps red,29-Jul,UAE ????,Egypt,6 ,,,0 ,,3 ,0 ,3 ,3 ,2026-UAE-07-023,Two,,
Mango Owais,29-Jul,UAE ????,Egypt,12 ,,,0 ,1,10 ,3 ,7 ,4 ,2026-UAE-07-023,Two,,
Mango Fas,29-Jul,UAE ????,Egypt,27 ,,,0 ,10,16 ,4 ,12 ,5 ,2026-UAE-07-023,Two,,
Mango Fons,29-Jul,UAE ????,Egypt,1 ,,,0 ,1,0 ,0 ,0 ,0 ,2026-UAE-07-023,Two,,
Pear Banati,29-Jul,UAE ????,Egypt,6 ,,,0 ,,1 ,0 ,1 ,5 ,2026-UAE-07-023,Two,,
Mango Timour,29-Jul,UAE ????,Egypt,1 ,,,0 ,,0 ,0 ,0 ,1 ,2026-UAE-07-023,Two,,
Cantaloupe,29-Jul,UAE ????,Egypt,9 ,,,0 ,1,7 ,3 ,4 ,4 ,2026-UAE-07-023,Two,,
Mango Hindi,29-Jul,UAE ????,Egypt,4 ,,,0 ,1,3 ,1 ,2 ,1 ,2026-UAE-07-023,Two,,
Fig Barshomi,30-Jul,UAE ????,Egypt,1 ,,,0 ,1,,,0 ,0 ,2026-UAE-07-023,Three,,
Fig Shouki,30-Jul,UAE ????,Egypt,9 ,,,0 ,1,3 ,2 ,1 ,7 ,2026-UAE-07-023,Three,,
Mango White Sugar,30-Jul,UAE ????,Egypt,1 ,,,0 ,1,,,0 ,0 ,2026-UAE-07-023,Three,,
Mango Sediqa ,30-Jul,UAE ????,Egypt,10 ,,,0 ,1,1 ,,1 ,8 ,2026-UAE-07-023,Three,,
Graps Banati,30-Jul,UAE ????,Egypt,6 ,,,0 ,,1 ,,1 ,5 ,2026-UAE-07-023,Three,,
Graps red,30-Jul,UAE ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-UAE-07-023,Three,,
Mango Owais,30-Jul,UAE ????,Egypt,4 ,,,0 ,1,1 ,1 ,0 ,3 ,2026-UAE-07-023,Three,,
Mango Fas,30-Jul,UAE ????,Egypt,5 ,,,0 ,3,1 ,,1 ,1 ,2026-UAE-07-023,Three,,
Mango Fons,30-Jul,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Three,,
Pear Banati,30-Jul,UAE ????,Egypt,5 ,,,0 ,,,,0 ,5 ,2026-UAE-07-023,Three,,
Mango Timour,30-Jul,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-07-023,Three,,
Cantaloupe,30-Jul,UAE ????,Egypt,4 ,,,0 ,,1 ,1 ,0 ,4 ,2026-UAE-07-023,Three,,
Mango Hindi,30-Jul,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-07-023,Three,,
Fig Barshomi,31-Jul,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Four,,
Fig Shouki,31-Jul,UAE ????,Egypt,7 ,,,0 ,,5 ,,5 ,2 ,2026-UAE-07-023,Four,,
Mango White Sugar,31-Jul,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Four,,
Mango Sediqa ,31-Jul,UAE ????,Egypt,8 ,,,0 ,1,3 ,,3 ,4 ,2026-UAE-07-023,Four,,
Graps Banati,31-Jul,UAE ????,Egypt,5 ,,,0 ,,4 ,,4 ,1 ,2026-UAE-07-023,Four,,
Graps red,31-Jul,UAE ????,Egypt,3 ,,,0 ,,2 ,,2 ,1 ,2026-UAE-07-023,Four,,
Mango Owais,31-Jul,UAE ????,Egypt,3 ,,,0 ,,3 ,,3 ,0 ,2026-UAE-07-023,Four,,
Mango Fas,31-Jul,UAE ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-UAE-07-023,Four,,
Mango Fons,31-Jul,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Four,,
Pear Banati,31-Jul,UAE ????,Egypt,5 ,,,0 ,1,1 ,,1 ,3 ,2026-UAE-07-023,Four,,
Mango Timour,31-Jul,UAE ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-UAE-07-023,Four,,
Cantaloupe,31-Jul,UAE ????,Egypt,4 ,,,0 ,1,3 ,,3 ,0 ,2026-UAE-07-023,Four,,
Mango Hindi,31-Jul,UAE ????,Egypt,1 ,,,0 ,1,,,0 ,0 ,2026-UAE-07-023,Four,,
Fig Barshomi,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Fig Shouki,2-Aug,UAE ????,Egypt,2 ,,,0 ,,2 ,,2 ,0 ,2026-UAE-07-023,Five,,
Mango White Sugar,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Mango Sediqa ,2-Aug,UAE ????,Egypt,4 ,,,0 ,,4 ,,4 ,0 ,2026-UAE-07-023,Five,,
Graps Banati,2-Aug,UAE ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-UAE-07-023,Five,,
Graps red,2-Aug,UAE ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-UAE-07-023,Five,,
Mango Owais,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Mango Fas,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Mango Fons,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Pear Banati,2-Aug,UAE ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-UAE-07-023,Five,,
Mango Timour,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Cantaloupe,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Mango Hindi,2-Aug,UAE ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-UAE-07-023,Five,,
Cantaloupe,3-Aug,UAE ????,Egypt,0 ,38 ,0 ,38 ,0,36 ,7 ,29 ,9 ,2026-UAE-07-024,One,,
Fig Barshomi,3-Aug,UAE ????,Egypt,0 ,109 ,0 ,109 ,2,103 ,21 ,82 ,25 ,2026-UAE-07-024,One,,
Fig Shouki,3-Aug,UAE ????,Egypt,0 ,55 ,0 ,55 ,0,49 ,7 ,42 ,13 ,2026-UAE-07-024,One,,
Graps red,3-Aug,UAE ????,Egypt,0 ,9 ,0 ,9 ,0,9 ,1 ,8 ,1 ,2026-UAE-07-024,One,,
Graps Banati,3-Aug,UAE ????,Egypt,1 ,45 ,0 ,45 ,0,45 ,11 ,34 ,12 ,2026-UAE-07-024,One,,
Mango Fas,3-Aug,UAE ????,Egypt,0 ,250 ,0 ,250 ,10,230 ,52 ,178 ,62 ,2026-UAE-07-024,One,,
Mango Fons,3-Aug,UAE ????,Egypt,0 ,28 ,(1),27 ,1,23 ,4 ,19 ,7 ,2026-UAE-07-024,One,,
Mango Hindi,3-Aug,UAE ????,Egypt,0 ,14 ,0 ,14 ,0,14 ,1 ,13 ,1 ,2026-UAE-07-024,One,,
Mango Owais,3-Aug,UAE ????,Egypt,0 ,250 ,0 ,250 ,7,233 ,49 ,184 ,59 ,2026-UAE-07-024,One,,
Mango Sediqa ,3-Aug,UAE ????,Egypt,0 ,15 ,0 ,15 ,1,11 ,3 ,8 ,6 ,2026-UAE-07-024,One,,
Mango White Sugar,3-Aug,UAE ????,Egypt,0 ,25 ,0 ,25 ,1,24 ,2 ,22 ,2 ,2026-UAE-07-024,One,,
Pear Banati,3-Aug,UAE ????,Egypt,3 ,7 ,0 ,7 ,0,7 ,1 ,6 ,4 ,2026-UAE-07-024,One,,
Mango Timour,3-Aug,UAE ????,Egypt,0 ,22 ,(2),20 ,1,19 ,3 ,16 ,3 ,2026-UAE-07-024,One,,
Cantaloupe,4-Aug,UAE ????,Egypt,9 ,,,0 ,0,4 ,2 ,2 ,7 ,2026-UAE-07-024,Two,,
Fig Barshomi,4-Aug,UAE ????,Egypt,25 ,,,0 ,3,8 ,3 ,5 ,17 ,2026-UAE-07-024,Two,,
Fig Shouki,4-Aug,UAE ????,Egypt,13 ,,,0 ,0,4 ,,4 ,9 ,2026-UAE-07-024,Two,,
Graps red,4-Aug,UAE ????,Egypt,1 ,,,0 ,0,1 ,,1 ,0 ,2026-UAE-07-024,Two,,
Graps Banati,4-Aug,UAE ????,Egypt,12 ,,,0 ,0,6 ,1 ,5 ,7 ,2026-UAE-07-024,Two,,
Mango Fas,4-Aug,UAE ????,Egypt,62 ,,,0 ,18,23 ,5 ,18 ,26 ,2026-UAE-07-024,Two,,
Mango Fons,4-Aug,UAE ????,Egypt,7 ,,,0 ,1,1 ,,1 ,5 ,2026-UAE-07-024,Two,,
Mango Hindi,4-Aug,UAE ????,Egypt,1 ,,,0 ,0,0 ,,0 ,1 ,2026-UAE-07-024,Two,,
