Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Mango Hindi,21-Aug,Qatar ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-QTR-08-021,Three,,
Mango Naomi,21-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Three,,
Mango Owais,21-Aug,Qatar ????,Egypt,19 ,,,0 ,1,18 ,1 ,17 ,1 ,2026-QTR-08-021,Three,,
Mango Sediqa ,21-Aug,Qatar ????,Egypt,8 ,,,0 ,,8 ,,8 ,0 ,2026-QTR-08-021,Three,,
Mango Timour,21-Aug,Qatar ????,Egypt,2 ,,,0 ,,2 ,,2 ,0 ,2026-QTR-08-021,Three,,
Mango White Sugar,21-Aug,Qatar ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-QTR-08-021,Three,,
Mango Zebda,21-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-021,Three,,
Pear Banati,21-Aug,Qatar ????,Egypt,5 ,,,0 ,,1 ,,1 ,4 ,2026-QTR-08-021,Three,,
Cantaloup,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Dates Barhi,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Fig Barshomi,22-Aug,Qatar ????,Egypt,12 ,,,0 ,1,8 ,2 ,6 ,5 ,2026-QTR-08-021,Four,,
Fig Shouki,22-Aug,Qatar ????,Egypt,13 ,,,0 ,1,2 ,1 ,1 ,11 ,2026-QTR-08-021,Four,,
Graps Banati,22-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-021,Four,,
Graps red,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Guave Banati,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Mango Fas,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Mango Fons,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Mango Hindi,22-Aug,Qatar ????,Egypt,3 ,,,0 ,1,,,0 ,2 ,2026-QTR-08-021,Four,,
Mango Naomi,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Mango Owais,22-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-021,Four,,
Mango Sediqa ,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Mango Timour,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Mango White Sugar,22-Aug,Qatar ????,Egypt,2 ,,,0 ,,2 ,,2 ,0 ,2026-QTR-08-021,Four,,
Mango Zebda,22-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Four,,
Pear Banati,22-Aug,Qatar ????,Egypt,4 ,,,0 ,,1 ,,1 ,3 ,2026-QTR-08-021,Four,,
Cantaloup,24-Aug,Qatar ????,Egypt,0 ,15 ,,15 ,,11 ,3 ,8 ,7 ,2026-QTR-08-022,One,,
Dates Barhi,24-Aug,Qatar ????,Egypt,0 ,5 ,,5 ,,4 ,,4 ,1 ,2026-QTR-08-022,One,,
Fig Barshomi,24-Aug,Qatar ????,Egypt,5 ,40 ,,40 ,1,44 ,12 ,32 ,12 ,2026-QTR-08-022,One,,
Fig Shouki,24-Aug,Qatar ????,Egypt,11 ,0 ,,0 ,,0 ,,0 ,11 ,2026-QTR-08-022,One,,
Graps Banati,24-Aug,Qatar ????,Egypt,1 ,18 ,,18 ,,15 ,4 ,11 ,8 ,2026-QTR-08-022,One,,
Graps red,24-Aug,Qatar ????,Egypt,0 ,13 ,,13 ,,7 ,1 ,6 ,7 ,2026-QTR-08-022,One,,
Guave Banati,24-Aug,Qatar ????,Egypt,0 ,38 ,,38 ,1,23 ,3 ,20 ,17 ,2026-QTR-08-022,One,,
Mango Fas,24-Aug,Qatar ????,Egypt,0 ,97 ,,97 ,1,96 ,22 ,74 ,22 ,2026-QTR-08-022,One,,
Mango Fons,24-Aug,Qatar ????,Egypt,0 ,19 ,,19 ,1,17 ,3 ,14 ,4 ,2026-QTR-08-022,One,,
Mango Hindi,24-Aug,Qatar ????,Egypt,2 ,0 ,,0 ,,0 ,,0 ,2 ,2026-QTR-08-022,One,,
Mango Naomi,24-Aug,Qatar ????,Egypt,0 ,15 ,,15 ,,7 ,1 ,6 ,9 ,2026-QTR-08-022,One,,
Mango Owais,24-Aug,Qatar ????,Egypt,0 ,43 ,,43 ,,43 ,4 ,39 ,4 ,2026-QTR-08-022,One,,
Mango Sediqa ,24-Aug,Qatar ????,Egypt,0 ,3 ,,3 ,,3 ,,3 ,0 ,2026-QTR-08-022,One,,
Mango Trio Box,24-Aug,Qatar ????,Egypt,0 ,55 ,,55 ,1,37 ,7 ,30 ,24 ,2026-QTR-08-022,One,,
Mango Timour,24-Aug,Qatar ????,Egypt,0 ,3 ,,3 ,1,2 ,1 ,1 ,1 ,2026-QTR-08-022,One,,
Mango White Sugar,24-Aug,Qatar ????,Egypt,0 ,10 ,,10 ,1,9 ,4 ,5 ,4 ,2026-QTR-08-022,One,,
Mango Zebda,24-Aug,Qatar ????,Egypt,0 ,9 ,,9 ,,6 ,,6 ,3 ,2026-QTR-08-022,One,,
Pear Banati,24-Aug,Qatar ????,Egypt,3 ,10 ,,10 ,,4 ,2 ,2 ,11 ,2026-QTR-08-022,One,,
Cantaloup,25-Aug,Qatar ????,Egypt,7 ,,,0 ,,6 ,,6 ,1 ,2026-QTR-08-022,Two,,
Dates Barhi,25-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-022,Two,,
Fig Barshomi,25-Aug,Qatar ????,Egypt,12 ,,,0 ,,11 ,,11 ,1 ,2026-QTR-08-022,Two,,
Fig Shouki,25-Aug,Qatar ????,Egypt,11 ,,,0 ,,2 ,,2 ,9 ,2026-QTR-08-022,Two,,
Graps Banati,25-Aug,Qatar ????,Egypt,8 ,,,0 ,,5 ,1 ,4 ,4 ,2026-QTR-08-022,Two,,
Graps red,25-Aug,Qatar ????,Egypt,7 ,,,0 ,,2 ,,2 ,5 ,2026-QTR-08-022,Two,,
Guave Banati,25-Aug,Qatar ????,Egypt,17 ,,,0 ,,16 ,2 ,14 ,3 ,2026-QTR-08-022,Two,,
Mango Fas,25-Aug,Qatar ????,Egypt,22 ,,,0 ,,22 ,1 ,21 ,1 ,2026-QTR-08-022,Two,,
Mango Fons,25-Aug,Qatar ????,Egypt,4 ,,,0 ,,4 ,,4 ,0 ,2026-QTR-08-022,Two,,
Mango Hindi,25-Aug,Qatar ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-QTR-08-022,Two,,
Mango Naomi,25-Aug,Qatar ????,Egypt,9 ,,,0 ,,1 ,,1 ,8 ,2026-QTR-08-022,Two,,
Mango Owais,25-Aug,Qatar ????,Egypt,4 ,,,0 ,,4 ,,4 ,0 ,2026-QTR-08-022,Two,,
Mango Sediqa ,25-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-022,Two,,
Mango Trio Box,25-Aug,Qatar ????,Egypt,24 ,,,0 ,,10 ,,10 ,14 ,2026-QTR-08-022,Two,,
Mango Timour,25-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,1 ,0 ,1 ,2026-QTR-08-022,Two,,
Mango White Sugar,25-Aug,Qatar ????,Egypt,4 ,,,0 ,,4 ,,4 ,0 ,2026-QTR-08-022,Two,,
Mango Zebda,25-Aug,Qatar ????,Egypt,3 ,,,0 ,,1 ,,1 ,2 ,2026-QTR-08-022,Two,,
Pear Banati,25-Aug,Qatar ????,Egypt,11 ,,,0 ,,5 ,,5 ,6 ,2026-QTR-08-022,Two,,
Cantaloup,26-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-022,Three,,
Dates Barhi,26-Aug,Qatar ????,Egypt,1 ,,,0 ,,,0 ,0 ,1 ,2026-QTR-08-022,Three,,
Fig Barshomi,26-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-022,Three,,
Fig Shouki,26-Aug,Qatar ????,Egypt,9 ,,,0 ,1,2 ,,2 ,6 ,2026-QTR-08-022,Three,,
Graps Banati,26-Aug,Qatar ????,Egypt,4 ,,,0 ,,2 ,,2 ,2 ,2026-QTR-08-022,Three,,
Graps red,26-Aug,Qatar ????,Egypt,5 ,,,0 ,,2 ,,2 ,3 ,2026-QTR-08-022,Three,,
Guave Banati,26-Aug,Qatar ????,Egypt,3 ,,,0 ,,1 ,,1 ,2 ,2026-QTR-08-022,Three,,
Mango Fas,26-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-022,Three,,
Mango Fons,26-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-022,Three,,
Mango Hindi,26-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-022,Three,,
Mango Naomi,26-Aug,Qatar ????,Egypt,8 ,,,0 ,1,1 ,,1 ,6 ,2026-QTR-08-022,Three,,
Mango Owais,26-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-022,Three,,
Mango Sediqa ,26-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-022,Three,,
Mango Trio Box,26-Aug,Qatar ????,Egypt,14 ,,,0 ,2,6 ,,6 ,6 ,2026-QTR-08-022,Three,,
Mango Timour,26-Aug,Qatar ????,Egypt,1 ,,,0 ,1,,,0 ,0 ,2026-QTR-08-022,Three,,
Mango White Sugar,26-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-022,Three,,
Mango Zebda,26-Aug,Qatar ????,Egypt,2 ,,,0 ,1,,,0 ,1 ,2026-QTR-08-022,Three,,
Pear Banati,26-Aug,Qatar ????,Egypt,6 ,,,0 ,1,1 ,,1 ,4 ,2026-QTR-08-022,Three,,
Cantaloup,27-Aug,Qatar ????,Egypt,0 ,2 ,,2 ,1,1 ,0 ,1 ,0 ,2026-QTR-08-023,One,,
Dates Barhi,27-Aug,Qatar ????,Egypt,1 ,16 ,,16 ,,14 ,4 ,10 ,7 ,2026-QTR-08-023,One,,
Fig Barshomi,27-Aug,Qatar ????,Egypt,0 ,35 ,(6),29 ,3,26 ,4 ,22 ,4 ,2026-QTR-08-023,One,,
Fig Shouki,27-Aug,Qatar ????,Egypt,6 ,0 ,,0 ,,2 ,1 ,1 ,5 ,2026-QTR-08-023,One,,
Graps Banati,27-Aug,Qatar ????,Egypt,2 ,20 ,,20 ,1,19 ,1 ,18 ,3 ,2026-QTR-08-023,One,,
Graps red,27-Aug,Qatar ????,Egypt,3 ,7 ,,7 ,,10 ,0 ,10 ,0 ,2026-QTR-08-023,One,,
Guave Banati,27-Aug,Qatar ????,Egypt,2 ,40 ,,40 ,1,34 ,7 ,27 ,14 ,2026-QTR-08-023,One,,
Mango Fas,27-Aug,Qatar ????,Egypt,1 ,105 ,,105 ,1,103 ,7 ,96 ,9 ,2026-QTR-08-023,One,,
Mango Fons,27-Aug,Qatar ????,Egypt,0 ,9 ,,9 ,1,8 ,0 ,8 ,0 ,2026-QTR-08-023,One,,
Mango Hindi,27-Aug,Qatar ????,Egypt,1 ,0 ,,0 ,,0 ,0 ,0 ,1 ,2026-QTR-08-023,One,,
Mango Naomi,27-Aug,Qatar ????,Egypt,6 ,0 ,,0 ,,4 ,2 ,2 ,4 ,2026-QTR-08-023,One,,
Mango Owais,27-Aug,Qatar ????,Egypt,0 ,140 ,(8),132 ,2,118 ,16 ,102 ,28 ,2026-QTR-08-023,One,,
Mango Sediqa ,27-Aug,Qatar ????,Egypt,0 ,17 ,,17 ,1,15 ,0 ,15 ,1 ,2026-QTR-08-023,One,,
Mango Trio Box,27-Aug,Qatar ????,Egypt,6 ,0 ,,0 ,,7 ,1 ,6 ,0 ,2026-QTR-08-023,One,,
Mango Timour,27-Aug,Qatar ????,Egypt,0 ,15 ,,15 ,,13 ,0 ,13 ,2 ,2026-QTR-08-023,One,,
Mango White Sugar,27-Aug,Qatar ????,Egypt,0 ,1 ,,1 ,1,0 ,0 ,0 ,0 ,2026-QTR-08-023,One,,
Mango Zebda,27-Aug,Qatar ????,Egypt,1 ,0 ,,0 ,,0 ,0 ,0 ,1 ,2026-QTR-08-023,One,,
Pear Banati,27-Aug,Qatar ????,Egypt,4 ,0 ,,0 ,,3 ,0 ,3 ,1 ,2026-QTR-08-023,One,,
Cantaloup,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Dates Barhi,28-Aug,Qatar ????,Egypt,7 ,,,0 ,,,,0 ,7 ,2026-QTR-08-023,Two,,
Fig Barshomi,28-Aug,Qatar ????,Egypt,4 ,,,0 ,,,,0 ,4 ,2026-QTR-08-023,Two,,
Fig Shouki,28-Aug,Qatar ????,Egypt,5 ,,,0 ,,,,0 ,5 ,2026-QTR-08-023,Two,,
Graps Banati,28-Aug,Qatar ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-QTR-08-023,Two,,
Graps red,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Guave Banati,28-Aug,Qatar ????,Egypt,14 ,,,0 ,,,,0 ,14 ,2026-QTR-08-023,Two,,
Mango Fas,28-Aug,Qatar ????,Egypt,9 ,,,0 ,,,,0 ,9 ,2026-QTR-08-023,Two,,
Mango Fons,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Mango Hindi,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Mango Naomi,28-Aug,Qatar ????,Egypt,4 ,,,0 ,,,,0 ,4 ,2026-QTR-08-023,Two,,
Mango Owais,28-Aug,Qatar ????,Egypt,28 ,,,0 ,,,,0 ,28 ,2026-QTR-08-023,Two,,
Mango Sediqa ,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Mango Trio Box,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Mango Timour,28-Aug,Qatar ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-QTR-08-023,Two,,
Mango White Sugar,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Mango Zebda,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Pear Banati,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Cantaloup,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Dates Barhi,28-Aug,Qatar ????,Egypt,7 ,,,0 ,,,,0 ,7 ,2026-QTR-08-023,Two,,
Fig Barshomi,28-Aug,Qatar ????,Egypt,4 ,,,0 ,,,,0 ,4 ,2026-QTR-08-023,Two,,
Fig Shouki,28-Aug,Qatar ????,Egypt,5 ,,,0 ,,,,0 ,5 ,2026-QTR-08-023,Two,,
Graps Banati,28-Aug,Qatar ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-QTR-08-023,Two,,
Graps red,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Guave Banati,28-Aug,Qatar ????,Egypt,14 ,,,0 ,,,,0 ,14 ,2026-QTR-08-023,Two,,
Mango Fas,28-Aug,Qatar ????,Egypt,9 ,,,0 ,,,,0 ,9 ,2026-QTR-08-023,Two,,
Mango Fons,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Mango Hindi,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Mango Naomi,28-Aug,Qatar ????,Egypt,4 ,,,0 ,,,,0 ,4 ,2026-QTR-08-023,Two,,
Mango Owais,28-Aug,Qatar ????,Egypt,28 ,,,0 ,,,,0 ,28 ,2026-QTR-08-023,Two,,
Mango Sediqa ,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Mango Trio Box,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Mango Timour,28-Aug,Qatar ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-QTR-08-023,Two,,
Mango White Sugar,28-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-023,Two,,
Mango Zebda,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
Pear Banati,28-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-023,Two,,
