Item,Date,Warehouse,Source,Old Stock,Sh Quantity,Different,Shipment Stock,Scrap,Ofd,Return,Delivered ,All Stock,Shipment Code,Ofd D,Branch Scrap,Closeed Scrap
Fig Barshomi,26-Jul,Qatar ????,Egypt,9 ,0 ,0 ,0 ,0,6 ,,6 ,3 ,2026-QTR-07-016,Two,,
Fig Shouki,26-Jul,Qatar ????,Egypt,1 ,0 ,0 ,0 ,0,1 ,,1 ,0 ,2026-QTR-07-016,Two,,
Mango White Sugar,26-Jul,Qatar ????,Egypt,6 ,0 ,0 ,0 ,0,2 ,,2 ,4 ,2026-QTR-07-016,Two,,
Mango Sediqa ,26-Jul,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,,2 ,0 ,2026-QTR-07-016,Two,,
Graps Banati,26-Jul,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,,2 ,0 ,2026-QTR-07-016,Two,,
Graps red,26-Jul,Qatar ????,Egypt,0 ,0 ,0 ,0 ,0,0 ,,0 ,0 ,2026-QTR-07-016,Two,,
Mango Fas,26-Jul,Qatar ????,Egypt,10 ,0 ,0 ,0 ,0,10 ,,10 ,0 ,2026-QTR-07-016,Two,,
Pear Banati,26-Jul,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,,1 ,1 ,2026-QTR-07-016,Two,,
Cantaloupe,26-Jul,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,2 ,,2 ,0 ,2026-QTR-07-016,Two,,
Mango Hindi,26-Jul,Qatar ????,Egypt,2 ,0 ,0 ,0 ,0,1 ,,1 ,1 ,2026-QTR-07-016,Two,,
Fig Barshomi,29-Jul,Qatar ????,Egypt,3 ,48 ,0 ,48 ,1,49 ,7 ,42 ,8 ,2026-QTR-07-017,One,,
Fig Shouki,29-Jul,Qatar ????,Egypt,0 ,18 ,0 ,18 ,0,18 ,5 ,13 ,5 ,2026-QTR-07-017,One,,
Mango White Sugar,29-Jul,Qatar ????,Egypt,4 ,6 ,0 ,6 ,0,9 ,1 ,8 ,2 ,2026-QTR-07-017,One,,
Mango Sediqa ,29-Jul,Qatar ????,Egypt,0 ,6 ,0 ,6 ,1,5 ,0 ,5 ,0 ,2026-QTR-07-017,One,,
Graps Banati,29-Jul,Qatar ????,Egypt,0 ,26 ,0 ,26 ,0,26 ,4 ,22 ,4 ,2026-QTR-07-017,One,,
Graps red,29-Jul,Qatar ????,Egypt,0 ,3 ,(1),2 ,0,2 ,0 ,2 ,0 ,2026-QTR-07-017,One,,
Mango Fas,29-Jul,Qatar ????,Egypt,0 ,137 ,0 ,137 ,1,133 ,12 ,121 ,15 ,2026-QTR-07-017,One,,
Mango Owais,29-Jul,Qatar ????,Egypt,0 ,127 ,0 ,127 ,1,126 ,13 ,113 ,13 ,2026-QTR-07-017,One,,
Mango Fons,29-Jul,Qatar ????,Egypt,0 ,18 ,(1),17 ,0,17 ,2 ,15 ,2 ,2026-QTR-07-017,One,,
Mango Timour,29-Jul,Qatar ????,Egypt,0 ,9 ,0 ,9 ,0,9 ,2 ,7 ,2 ,2026-QTR-07-017,One,,
Pear Banati,29-Jul,Qatar ????,Egypt,1 ,3 ,0 ,3 ,0,3 ,0 ,3 ,1 ,2026-QTR-07-017,One,,
Cantaloupe,29-Jul,Qatar ????,Egypt,0 ,9 ,0 ,9 ,0,8 ,2 ,6 ,3 ,2026-QTR-07-017,One,,
Mango Hindi,29-Jul,Qatar ????,Egypt,1 ,3 ,0 ,3 ,0,1 ,1 ,0 ,4 ,2026-QTR-07-017,One,,
Fig Barshomi,30-Jul,Qatar ????,Egypt,8 ,,,0 ,1,5 ,0 ,5 ,2 ,2026-QTR-07-017,Two,,
Fig Shouki,30-Jul,Qatar ????,Egypt,5 ,,,0 ,,3 ,,3 ,2 ,2026-QTR-07-017,Two,,
Mango White Sugar,30-Jul,Qatar ????,Egypt,2 ,,,0 ,1,1 ,,1 ,0 ,2026-QTR-07-017,Two,,
Mango Sediqa ,30-Jul,Qatar ????,Egypt,0 ,,,0 ,,0 ,,0 ,0 ,2026-QTR-07-017,Two,,
Graps Banati,30-Jul,Qatar ????,Egypt,4 ,,,0 ,,4 ,1 ,3 ,1 ,2026-QTR-07-017,Two,,
Graps red,30-Jul,Qatar ????,Egypt,0 ,,,0 ,,0 ,,0 ,0 ,2026-QTR-07-017,Two,,
Mango Fas,30-Jul,Qatar ????,Egypt,15 ,,,0 ,1,9 ,,9 ,5 ,2026-QTR-07-017,Two,,
Mango Owais,30-Jul,Qatar ????,Egypt,13 ,,,0 ,1,9 ,,9 ,3 ,2026-QTR-07-017,Two,,
Mango Fons,30-Jul,Qatar ????,Egypt,2 ,,,0 ,,2 ,1 ,1 ,1 ,2026-QTR-07-017,Two,,
Mango Timour,30-Jul,Qatar ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-QTR-07-017,Two,,
Pear Banati,30-Jul,Qatar ????,Egypt,1 ,,,0 ,,1 ,1 ,0 ,1 ,2026-QTR-07-017,Two,,
Cantaloupe,30-Jul,Qatar ????,Egypt,3 ,,,0 ,,1 ,,1 ,2 ,2026-QTR-07-017,Two,,
Mango Hindi,30-Jul,Qatar ????,Egypt,4 ,,,0 ,,0 ,,0 ,4 ,2026-QTR-07-017,Two,,
Fig Barshomi,31-Jul,Qatar ????,Egypt,2 ,,,0 ,,2 ,,2 ,0 ,2026-QTR-07-017,Two,,
Fig Shouki,31-Jul,Qatar ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-QTR-07-017,Two,,
Mango White Sugar,31-Jul,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-017,Two,,
Mango Sediqa ,31-Jul,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-017,Two,,
Graps Banati,31-Jul,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-07-017,Two,,
Graps red,31-Jul,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-017,Two,,
Mango Fas,31-Jul,Qatar ????,Egypt,5 ,,,0 ,,5 ,,5 ,0 ,2026-QTR-07-017,Two,,
Mango Owais,31-Jul,Qatar ????,Egypt,3 ,,,0 ,,3 ,,3 ,0 ,2026-QTR-07-017,Two,,
Mango Fons,31-Jul,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-07-017,Two,,
Mango Timour,31-Jul,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-07-017,Two,,
Pear Banati,31-Jul,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-07-017,Two,,
Cantaloupe,31-Jul,Qatar ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-QTR-07-017,Two,,
Mango Hindi,31-Jul,Qatar ????,Egypt,4 ,,,0 ,,1 ,,1 ,3 ,2026-QTR-07-017,Two,,
Cantaloupe,5-Aug,Qatar ????,Egypt,2 ,13 ,0 ,13 ,0,11 ,0 ,11 ,4 ,2026-QTR-07-018,One,,
Fig Barshomi,5-Aug,Qatar ????,Egypt,0 ,62 ,0 ,62 ,1,55 ,8 ,47 ,14 ,2026-QTR-07-018,One,,
Fig Shouki,5-Aug,Qatar ????,Egypt,1 ,18 ,0 ,18 ,0,15 ,1 ,14 ,5 ,2026-QTR-07-018,One,,
Graps red,5-Aug,Qatar ????,Egypt,0 ,4 ,0 ,4 ,0,4 ,1 ,3 ,1 ,2026-QTR-07-018,One,,
Graps Banati,5-Aug,Qatar ????,Egypt,1 ,17 ,0 ,17 ,1,14 ,1 ,13 ,4 ,2026-QTR-07-018,One,,
Mango Fas,5-Aug,Qatar ????,Egypt,0 ,143 ,0 ,143 ,3,133 ,19 ,114 ,26 ,2026-QTR-07-018,One,,
Mango Fons,5-Aug,Qatar ????,Egypt,0 ,16 ,0 ,16 ,1,15 ,1 ,14 ,1 ,2026-QTR-07-018,One,,
Mango Hindi,5-Aug,Qatar ????,Egypt,3 ,0 ,0 ,0 ,0,0 ,0 ,0 ,3 ,2026-QTR-07-018,One,,
Mango Owais,5-Aug,Qatar ????,Egypt,0 ,101 ,0 ,101 ,1,95 ,3 ,92 ,8 ,2026-QTR-07-018,One,,
Mango Sediqa ,5-Aug,Qatar ????,Egypt,0 ,15 ,0 ,15 ,1,14 ,1 ,13 ,1 ,2026-QTR-07-018,One,,
Mango Timour,5-Aug,Qatar ????,Egypt,0 ,10 ,0 ,10 ,1,8 ,0 ,8 ,1 ,2026-QTR-07-018,One,,
Mango White Sugar,5-Aug,Qatar ????,Egypt,0 ,25 ,0 ,25 ,1,24 ,0 ,24 ,0 ,2026-QTR-07-018,One,,
Pear Banati,5-Aug,Qatar ????,Egypt,1 ,2 ,0 ,2 ,0,2 ,1 ,1 ,2 ,2026-QTR-07-018,One,,
Cantaloupe,6-Aug,Qatar ????,Egypt,4 ,,0 ,0 ,0,4 ,0 ,4 ,0 ,2026-QTR-07-018,Two,,
Fig Barshomi,6-Aug,Qatar ????,Egypt,14 ,,0 ,0 ,0,14 ,1 ,13 ,1 ,2026-QTR-07-018,Two,,
Fig Shouki,6-Aug,Qatar ????,Egypt,5 ,,0 ,0 ,0,5 ,0 ,5 ,0 ,2026-QTR-07-018,Two,,
Graps red,6-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-07-018,Two,,
Graps Banati,6-Aug,Qatar ????,Egypt,4 ,,0 ,0 ,0,2 ,0 ,2 ,2 ,2026-QTR-07-018,Two,,
Mango Fas,6-Aug,Qatar ????,Egypt,26 ,,0 ,0 ,1,25 ,0 ,25 ,0 ,2026-QTR-07-018,Two,,
Mango Fons,6-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-07-018,Two,,
Mango Hindi,6-Aug,Qatar ????,Egypt,3 ,,0 ,0 ,1,2 ,1 ,1 ,1 ,2026-QTR-07-018,Two,,
Mango Owais,6-Aug,Qatar ????,Egypt,8 ,,0 ,0 ,0,8 ,0 ,8 ,0 ,2026-QTR-07-018,Two,,
Mango Sediqa ,6-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,0,0 ,0 ,0 ,1 ,2026-QTR-07-018,Two,,
Mango Timour,6-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,0,1 ,0 ,1 ,0 ,2026-QTR-07-018,Two,,
Mango White Sugar,6-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-07-018,Two,,
Pear Banati,6-Aug,Qatar ????,Egypt,2 ,,0 ,0 ,0,0 ,0 ,0 ,2 ,2026-QTR-07-018,Two,,
Cantaloupe,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,0,0 ,0 ,0 ,0 ,2026-QTR-07-018,Three,,
Fig Barshomi,7-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,,1 ,,1 ,0 ,2026-QTR-07-018,Three,,
Fig Shouki,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Graps red,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Graps Banati,7-Aug,Qatar ????,Egypt,2 ,,0 ,0 ,,,,0 ,2 ,2026-QTR-07-018,Three,,
Mango Fas,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Mango Fons,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Mango Hindi,7-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,1,,,0 ,0 ,2026-QTR-07-018,Three,,
Mango Owais,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Mango Sediqa ,7-Aug,Qatar ????,Egypt,1 ,,0 ,0 ,,1 ,,1 ,0 ,2026-QTR-07-018,Three,,
Mango Timour,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Mango White Sugar,7-Aug,Qatar ????,Egypt,0 ,,0 ,0 ,,,,0 ,0 ,2026-QTR-07-018,Three,,
Pear Banati,7-Aug,Qatar ????,Egypt,2 ,,0 ,0 ,,1 ,,1 ,1 ,2026-QTR-07-018,Three,,
Cantaloupe,10-Aug,Qatar ????,Egypt,0 ,11 ,0 ,11 ,,11 ,,11 ,0 ,2026-QTR-07-019,One,,
Fig Barshomi,10-Aug,Qatar ????,Egypt,0 ,61 ,0 ,61 ,1,57 ,6 ,51 ,9 ,2026-QTR-07-019,One,,
Fig Shouki,10-Aug,Qatar ????,Egypt,0 ,28 ,0 ,28 ,,28 ,5 ,23 ,5 ,2026-QTR-07-019,One,,
Graps red,10-Aug,Qatar ????,Egypt,0 ,0 ,0 ,0 ,,0 ,,0 ,0 ,2026-QTR-07-019,One,,
Graps Banati,10-Aug,Qatar ????,Egypt,2 ,28 ,0 ,28 ,,25 ,1 ,24 ,6 ,2026-QTR-07-019,One,,
Mango Fas,10-Aug,Qatar ????,Egypt,0 ,114 ,0 ,114 ,1,113 ,15 ,98 ,15 ,2026-QTR-07-019,One,,
Mango Fons,10-Aug,Qatar ????,Egypt,0 ,18 ,0 ,18 ,1,16 ,2 ,14 ,3 ,2026-QTR-07-019,One,,
Mango Hindi,10-Aug,Qatar ????,Egypt,0 ,4 ,0 ,4 ,,3 ,1 ,2 ,2 ,2026-QTR-07-019,One,,
Mango Owais,10-Aug,Qatar ????,Egypt,0 ,111 ,0 ,111 ,1,110 ,12 ,98 ,12 ,2026-QTR-07-019,One,,
Mango Sediqa ,10-Aug,Qatar ????,Egypt,0 ,8 ,(1),7 ,,7 ,,7 ,0 ,2026-QTR-07-019,One,,
Mango Timour,10-Aug,Qatar ????,Egypt,0 ,3 ,0 ,3 ,,2 ,1 ,1 ,2 ,2026-QTR-07-019,One,,
Mango White Sugar,10-Aug,Qatar ????,Egypt,0 ,12 ,0 ,12 ,1,9 ,1 ,8 ,3 ,2026-QTR-07-019,One,,
Pear Banati,10-Aug,Qatar ????,Egypt,1 ,7 ,0 ,7 ,,4 ,,4 ,4 ,2026-QTR-07-019,One,,
Cantaloupe,11-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Two,,
Fig Barshomi,11-Aug,Qatar ????,Egypt,9 ,,,0 ,,7 ,1 ,6 ,3 ,2026-QTR-07-019,Two,,
Fig Shouki,11-Aug,Qatar ????,Egypt,5 ,,,0 ,,5 ,1 ,4 ,1 ,2026-QTR-07-019,Two,,
Graps red,11-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Two,,
Graps Banati,11-Aug,Qatar ????,Egypt,6 ,,,0 ,,2 ,,2 ,4 ,2026-QTR-07-019,Two,,
Mango Fas,11-Aug,Qatar ????,Egypt,15 ,,,0 ,,15 ,,15 ,0 ,2026-QTR-07-019,Two,,
Mango Fons,11-Aug,Qatar ????,Egypt,3 ,,,0 ,,2 ,,2 ,1 ,2026-QTR-07-019,Two,,
Mango Hindi,11-Aug,Qatar ????,Egypt,2 ,,,0 ,,,,0 ,2 ,2026-QTR-07-019,Two,,
Mango Owais,11-Aug,Qatar ????,Egypt,12 ,,,0 ,,11 ,2 ,9 ,3 ,2026-QTR-07-019,Two,,
Mango Sediqa ,11-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Two,,
Mango Timour,11-Aug,Qatar ????,Egypt,2 ,,,0 ,,1 ,1 ,0 ,2 ,2026-QTR-07-019,Two,,
Mango White Sugar,11-Aug,Qatar ????,Egypt,3 ,,,0 ,,2 ,,2 ,1 ,2026-QTR-07-019,Two,,
Pear Banati,11-Aug,Qatar ????,Egypt,4 ,,,0 ,,,,0 ,4 ,2026-QTR-07-019,Two,,
Cantaloupe,12-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Three,,
Fig Barshomi,12-Aug,Qatar ????,Egypt,3 ,,,0 ,,3 ,,3 ,0 ,2026-QTR-07-019,Three,,
Fig Shouki,12-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-07-019,Three,,
Graps red,12-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Three,,
Graps Banati,12-Aug,Qatar ????,Egypt,4 ,,,0 ,,3 ,,3 ,1 ,2026-QTR-07-019,Three,,
Mango Fas,12-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Three,,
Mango Fons,12-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-07-019,Three,,
Mango Hindi,12-Aug,Qatar ????,Egypt,2 ,,,0 ,1,1 ,,1 ,0 ,2026-QTR-07-019,Three,,
Mango Owais,12-Aug,Qatar ????,Egypt,3 ,,,0 ,,3 ,,3 ,0 ,2026-QTR-07-019,Three,,
Mango Sediqa ,12-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-07-019,Three,,
Mango Timour,12-Aug,Qatar ????,Egypt,2 ,,,0 ,,1 ,,1 ,1 ,2026-QTR-07-019,Three,,
Mango White Sugar,12-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-07-019,Three,,
Pear Banati,12-Aug,Qatar ????,Egypt,4 ,,,0 ,,,,0 ,4 ,2026-QTR-07-019,Three,,
Cantaloup,17-Aug,Qatar ????,Egypt,0 ,32 ,,32 ,1,32 ,5 ,27 ,4 ,2026-QTR-08-020,One,,
Fig Barshomi,17-Aug,Qatar ????,Egypt,0 ,86 ,0 ,86 ,1,82 ,16 ,66 ,19 ,2026-QTR-08-020,One,,
Fig Shouki,17-Aug,Qatar ????,Egypt,0 ,55 ,0 ,55 ,0,51 ,11 ,40 ,15 ,2026-QTR-08-020,One,,
Graps Banati,17-Aug,Qatar ????,Egypt,1 ,35 ,0 ,35 ,0,32 ,0 ,32 ,4 ,2026-QTR-08-020,One,,
Graps red,17-Aug,Qatar ????,Egypt,0 ,8 ,0 ,8 ,0,7 ,0 ,7 ,1 ,2026-QTR-08-020,One,,
Mango Fas,17-Aug,Qatar ????,Egypt,0 ,135 ,0 ,135 ,4,131 ,21 ,110 ,21 ,2026-QTR-08-020,One,,
Mango Fons,17-Aug,Qatar ????,Egypt,0 ,22 ,0 ,22 ,1,20 ,1 ,19 ,2 ,2026-QTR-08-020,One,,
Mango Hindi,17-Aug,Qatar ????,Egypt,0 ,4 ,0 ,4 ,0,4 ,0 ,4 ,0 ,2026-QTR-08-020,One,,
Mango Naomi,17-Aug,Qatar ????,Egypt,0 ,5 ,0 ,5 ,1,4 ,2 ,2 ,2 ,2026-QTR-08-020,One,,
Mango Owais,17-Aug,Qatar ????,Egypt,0 ,106 ,0 ,106 ,4,103 ,24 ,79 ,23 ,2026-QTR-08-020,One,,
Mango Sediqa ,17-Aug,Qatar ????,Egypt,0 ,10 ,0 ,10 ,0,10 ,1 ,9 ,1 ,2026-QTR-08-020,One,,
Mango Timour,17-Aug,Qatar ????,Egypt,1 ,12 ,0 ,12 ,0,13 ,4 ,9 ,4 ,2026-QTR-08-020,One,,
Mango White Sugar,17-Aug,Qatar ????,Egypt,0 ,25 ,0 ,25 ,1,24 ,4 ,20 ,4 ,2026-QTR-08-020,One,,
Mango Zebda,17-Aug,Qatar ????,Egypt,0 ,6 ,0 ,6 ,0,4 ,0 ,4 ,2 ,2026-QTR-08-020,One,,
Pear Banati,17-Aug,Qatar ????,Egypt,4 ,2 ,0 ,2 ,0,2 ,0 ,2 ,4 ,2026-QTR-08-020,One,,
Cantaloup,18-Aug,Qatar ????,Egypt,4 ,,,0 ,,4 ,2 ,2 ,2 ,2026-QTR-08-020,Two,,
Fig Barshomi,18-Aug,Qatar ????,Egypt,19 ,,,0 ,,19 ,9 ,10 ,9 ,2026-QTR-08-020,Two,,
Fig Shouki,18-Aug,Qatar ????,Egypt,15 ,,,0 ,1,5 ,4 ,1 ,13 ,2026-QTR-08-020,Two,,
Graps Banati,18-Aug,Qatar ????,Egypt,4 ,,,0 ,,3 ,1 ,2 ,2 ,2026-QTR-08-020,Two,,
Graps red,18-Aug,Qatar ????,Egypt,1 ,,,0 ,,0 ,0 ,0 ,1 ,2026-QTR-08-020,Two,,
Mango Fas,18-Aug,Qatar ????,Egypt,21 ,,,0 ,3,19 ,5 ,14 ,4 ,2026-QTR-08-020,Two,,
Mango Fons,18-Aug,Qatar ????,Egypt,2 ,,,0 ,1,2 ,7 ,(5),6 ,2026-QTR-08-020,Two,,
Mango Hindi,18-Aug,Qatar ????,Egypt,0 ,,,0 ,,0 ,0 ,0 ,0 ,2026-QTR-08-020,Two,,
Mango Naomi,18-Aug,Qatar ????,Egypt,2 ,,,0 ,,1 ,0 ,1 ,1 ,2026-QTR-08-020,Two,,
Mango Owais,18-Aug,Qatar ????,Egypt,23 ,,,0 ,2,22 ,6 ,16 ,5 ,2026-QTR-08-020,Two,,
Mango Sediqa ,18-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,0 ,1 ,0 ,2026-QTR-08-020,Two,,
Mango Timour,18-Aug,Qatar ????,Egypt,4 ,,,0 ,1,3 ,0 ,3 ,0 ,2026-QTR-08-020,Two,,
Mango White Sugar,18-Aug,Qatar ????,Egypt,4 ,,,0 ,1,4 ,1 ,3 ,0 ,2026-QTR-08-020,Two,,
Mango Zebda,18-Aug,Qatar ????,Egypt,2 ,,,0 ,,0 ,0 ,0 ,2 ,2026-QTR-08-020,Two,,
Pear Banati,18-Aug,Qatar ????,Egypt,4 ,,,0 ,,0 ,0 ,0 ,4 ,2026-QTR-08-020,Two,,
Cantaloup,19-Aug,Qatar ????,Egypt,2 ,8 ,,8 ,,10 ,0 ,10 ,0 ,2026-QTR-08-021,One,,
Dates Barhi,19-Aug,Qatar ????,Egypt,0 ,6 ,,6 ,1,5 ,1 ,4 ,1 ,2026-QTR-08-021,One,1,
Fig Barshomi,19-Aug,Qatar ????,Egypt,9 ,61 ,,61 ,1,37 ,3 ,34 ,35 ,2026-QTR-08-021,One,1,
Fig Shouki,19-Aug,Qatar ????,Egypt,13 ,0 ,,0 ,,0 ,0 ,0 ,13 ,2026-QTR-08-021,One,,
Graps Banati,19-Aug,Qatar ????,Egypt,2 ,25 ,,25 ,,17 ,1 ,16 ,11 ,2026-QTR-08-021,One,1,
Graps red,19-Aug,Qatar ????,Egypt,1 ,0 ,,0 ,,1 ,0 ,1 ,0 ,2026-QTR-08-021,One,,
Guave Banati,19-Aug,Qatar ????,Egypt,0 ,19 ,,19 ,1,18 ,1 ,17 ,1 ,2026-QTR-08-021,One,1,
Mango Fas,19-Aug,Qatar ????,Egypt,4 ,105 ,(1),104 ,1,92 ,21 ,71 ,36 ,2026-QTR-08-021,One,1,
Mango Fons,19-Aug,Qatar ????,Egypt,6 ,6 ,,6 ,,6 ,3 ,3 ,9 ,2026-QTR-08-021,One,,
Mango Hindi,19-Aug,Qatar ????,Egypt,0 ,3 ,,3 ,,1 ,1 ,0 ,3 ,2026-QTR-08-021,One,,
Mango Naomi,19-Aug,Qatar ????,Egypt,1 ,0 ,,0 ,,0 ,0 ,0 ,1 ,2026-QTR-08-021,One,,
Mango Owais,19-Aug,Qatar ????,Egypt,5 ,74 ,1 ,75 ,1,36 ,6 ,30 ,49 ,2026-QTR-08-021,One,1,
Mango Sediqa ,19-Aug,Qatar ????,Egypt,0 ,19 ,,19 ,1,10 ,0 ,10 ,8 ,2026-QTR-08-021,One,1,
Mango Timour,19-Aug,Qatar ????,Egypt,0 ,11 ,,11 ,,7 ,5 ,2 ,9 ,2026-QTR-08-021,One,,
Mango White Sugar,19-Aug,Qatar ????,Egypt,0 ,15 ,,15 ,,10 ,0 ,10 ,5 ,2026-QTR-08-021,One,,
Mango Zebda,19-Aug,Qatar ????,Egypt,2 ,0 ,,0 ,,1 ,0 ,1 ,1 ,2026-QTR-08-021,One,,
Pear Banati,19-Aug,Qatar ????,Egypt,4 ,3 ,,3 ,,3 ,1 ,2 ,5 ,2026-QTR-08-021,One,,
Cantaloup,20-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Two,,
Dates Barhi,20-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-021,Two,,
Fig Barshomi,20-Aug,Qatar ????,Egypt,35 ,,,0 ,,11 ,,11 ,24 ,2026-QTR-08-021,Two,,
Fig Shouki,20-Aug,Qatar ????,Egypt,13 ,,,0 ,,,,0 ,13 ,2026-QTR-08-021,Two,,
Graps Banati,20-Aug,Qatar ????,Egypt,11 ,,,0 ,,9 ,,9 ,2 ,2026-QTR-08-021,Two,,
Graps red,20-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Two,,
Guave Banati,20-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-021,Two,,
Mango Fas,20-Aug,Qatar ????,Egypt,36 ,,,0 ,4,31 ,7 ,24 ,8 ,2026-QTR-08-021,Two,,
Mango Fons,20-Aug,Qatar ????,Egypt,9 ,,,0 ,,9 ,1 ,8 ,1 ,2026-QTR-08-021,Two,,
Mango Hindi,20-Aug,Qatar ????,Egypt,3 ,,,0 ,,,,0 ,3 ,2026-QTR-08-021,Two,,
Mango Naomi,20-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-021,Two,,
Mango Owais,20-Aug,Qatar ????,Egypt,49 ,,,0 ,,32 ,2 ,30 ,19 ,2026-QTR-08-021,Two,,
Mango Sediqa ,20-Aug,Qatar ????,Egypt,8 ,,,0 ,,1 ,1 ,0 ,8 ,2026-QTR-08-021,Two,,
Mango Timour,20-Aug,Qatar ????,Egypt,9 ,,,0 ,,7 ,,7 ,2 ,2026-QTR-08-021,Two,,
Mango White Sugar,20-Aug,Qatar ????,Egypt,5 ,,,0 ,,3 ,,3 ,2 ,2026-QTR-08-021,Two,,
Mango Zebda,20-Aug,Qatar ????,Egypt,1 ,,,0 ,,,,0 ,1 ,2026-QTR-08-021,Two,,
Pear Banati,20-Aug,Qatar ????,Egypt,5 ,,,0 ,,,,0 ,5 ,2026-QTR-08-021,Two,,
Cantaloup,21-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Three,,
Dates Barhi,21-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Three,,
Fig Barshomi,21-Aug,Qatar ????,Egypt,24 ,,,0 ,2,10 ,,10 ,12 ,2026-QTR-08-021,Three,,
Fig Shouki,21-Aug,Qatar ????,Egypt,13 ,,,0 ,,,,0 ,13 ,2026-QTR-08-021,Three,,
Graps Banati,21-Aug,Qatar ????,Egypt,2 ,,,0 ,,2 ,1 ,1 ,1 ,2026-QTR-08-021,Three,,
Graps red,21-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Three,,
Guave Banati,21-Aug,Qatar ????,Egypt,0 ,,,0 ,,,,0 ,0 ,2026-QTR-08-021,Three,,
Mango Fas,21-Aug,Qatar ????,Egypt,8 ,,,0 ,2,6 ,,6 ,0 ,2026-QTR-08-021,Three,,
Mango Fons,21-Aug,Qatar ????,Egypt,1 ,,,0 ,,1 ,,1 ,0 ,2026-QTR-08-021,Three,,
